error,pos,correction,error phrase,correct phrase,num of this error-correction phrase occur,num of this error-correction pair occur,collocation,category of collocation,total num of error time this error-correction pairs fall into this collocation category,unique num of error-correction pairs fall into this collocation category,total num of error occur,error_collocation,correction_collocation
make,VERB,produce,make heat,produce heat,1,21,heat,Weather and Temperature,3,2,4016,0,44
make,VERB,provide,make lesson,provide lesson,1,24,lesson,misc-ap-0,6,5,4016,0,32
make,VERB,have,make boy,have boy,1,536,boy,People,81,13,4016,1,71
make,VERB,have,make kid,have kid,1,536,kid,People,81,13,4016,1,263
make,VERB,have,make person,have person,1,536,person,People,81,13,4016,1,102
make,VERB,take,make occasion,take occasion,1,183,occasion,Time Generally,13,4,4016,0,11
make,VERB,get,make haircut,get haircut,1,117,haircut,misc-ap-0,2,2,4016,0,45
make,VERB,do,make routine,do routine,1,1073,routine,"Drama, the Theatre, and Show Business",4,4,4016,0,31
make,VERB,cause,make landslide,cause landslide,1,192,landslide,Geography,2,2,4016,0,25
make,VERB,cause,make decline,cause decline,1,192,decline,"Size, Importance, and Availability",4,2,4016,3,93
make,VERB,do,make product,do product,1,1073,product,Making things,14,8,4016,1,28
make,VERB,provide,make energy,provide energy,1,24,energy,"Rightness, Fairness, Purpose, Use, & Strength",2,2,4016,1,20
make,VERB,take,make tourist,take tourist,1,183,tourist,Travel and Visiting,5,4,4016,1,19
make,VERB,cause,make irritation,cause irritation,1,192,irritation,"Anger, Violence, Stress, Calm, Quietness",2,2,4016,0,20
make,VERB,hold,make ceremony,hold ceremony,1,12,ceremony,misc-ap-0,6,4,4016,5,149
make,VERB,find,make reason,find reason,1,27,reason,"Thinking, Judging and Remembering-",4,2,4016,0,106
make,VERB,find,make picture,find picture,1,27,picture,Arts and Crafts,7,2,4016,1,15
make,VERB,do,make justice,do justice,1,1073,justice,"Rightness, Fairness, Purpose, Use, & Strength",3,3,4016,8,94
make,VERB,do,make repair,do repair,1,1073,repair,Making things,14,8,4016,2,46
make,VERB,have,make sleep,have sleep,1,536,sleep,Bodily States and Associated Activities,18,4,4016,2,27
make,VERB,play,make match,play match,1,19,match,Sports and Games Generally,3,2,4016,1,86
make,VERB,do,make use,do use,1,1073,use,Making things,14,8,4016,5,44
make,VERB,have,make proportion,have proportion,1,536,proportion,Mathematics,14,8,4016,7,41
make,VERB,have,make affect,have affect,1,536,affect,Causing,41,8,4016,0,40
make,VERB,have,make theory,have theory,1,536,theory,"Thinking, Judging and Remembering-",17,8,4016,5,98
make,VERB,have,make mentality,have mentality,1,536,mentality,"Thinking, Judging and Remembering-",17,8,4016,0,34
make,VERB,give,make picture,give picture,1,337,picture,Communication and Information,9,7,4016,1,79
make,VERB,provide,make program,provide program,1,24,program,Communication and Information,2,2,4016,2,91
make,VERB,do,make fear,do fear,1,1073,fear,Fear and Courage,2,2,4016,0,14
make,VERB,do,make experience,do experience,1,1073,experience,Feeling and Behavior Generally,3,2,4016,1,14
make,VERB,maintain,make posture,maintain posture,1,20,posture,Places,2,2,4016,0,16
make,VERB,find,make agency,find agency,1,27,agency,misc-ap-0,3,3,4016,1,19
make,VERB,find,make identity,find identity,1,27,identity,misc-ap-0,3,3,4016,9,16
make,VERB,find,make home,find home,1,27,home,misc-ap-0,3,3,4016,2,187
make,VERB,give,make education,give education,1,337,education,Knowing and Learning,3,3,4016,1,13
make,VERB,get,make present,get present,1,117,present,Time Generally,5,3,4016,0,16
make,VERB,create,make thing,create thing,1,161,thing,Objects Generally,3,3,4016,1,18
make,VERB,give,make man,give man,1,337,man,Social Classification and Situation,3,3,4016,1,94
make,VERB,take,make breath,take breath,1,183,breath,"The Trunk, Arms, and",2,2,4016,0,102
make,VERB,provide,make comparison,provide comparison,1,24,comparison,"Resemblance, Difference, and Change",2,2,4016,1,14
make,VERB,bring,make investment,bring investment,1,36,investment,"Banking, Wealth, and Investment",2,2,4016,8,15
make,VERB,have,make dialogue,have dialogue,1,536,dialogue,"Communicating, mainly by Speaking and Talking",68,14,4016,6,71
make,VERB,have,make call,have call,1,536,call,"Communicating, mainly by Speaking and Talking",68,14,4016,4,120
make,VERB,have,make question,have question,1,536,question,"Communicating, mainly by Speaking and Talking",68,14,4016,0,372
make,VERB,have,make agreement,have agreement,1,536,agreement,"Communicating, mainly by Speaking and Talking",68,14,4016,1,685
make,VERB,have,make chat,have chat,1,536,chat,"Communicating, mainly by Speaking and Talking",68,14,4016,0,16
make,VERB,have,make face,have face,1,536,face,misc-ap-0,76,42,4016,0,106
make,VERB,conduct,make examination,conduct examination,1,43,examination,"Showing, Hiding, Finding, Saving, and Similar Words",6,3,4016,0,42
make,VERB,create,make problem,create problem,1,161,problem,"Rightness, Fairness, Purpose, Use, & Strength",10,4,4016,0,520
much,ADV,very,much dedicated,very dedicated,1,164,dedicated,misc-ap-0,40,27,1235,0,12
much,ADV,very,much similar,very similar,1,164,similar,"Resemblance, Difference, and Change",8,4,1235,0,172
much,ADV,more,much expensive,more expensive,1,34,expensive,Shopping and General Expenses,2,2,1235,4,1433
much,ADV,large,much quantity,large quantity,1,5,quantity,"Size, Importance, and Availability",5,2,1235,0,348
much,ADV,too,much crowded,too crowded,1,5,crowded,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",2,2,1235,0,12
much,ADV,very,much impressive,very impressive,1,164,impressive,"Admiration, Pride, Contempt, and Abuse",2,2,1235,0,67
much,ADV,long,much time,long time,1,18,time,Time Generally,5,3,1235,0,94
much,ADV,very,much creative,very creative,1,164,creative,misc-ap-0,40,27,1235,0,29
much,ADV,very,much brave,very brave,1,164,brave,Fear and Courage,3,3,1235,0,22
much,ADV,hard,much work,hard work,1,2,work,Doing Things,2,2,1235,3,38
much,ADV,very,much much,very much,1,164,much,"Size, Importance, and Availability",3,3,1235,3,825
much,ADV,very,much supportive,very supportive,1,164,supportive,misc-ap-0,40,27,1235,0,86
much,ADV,very,much challenging,very challenging,1,164,challenging,misc-ap-0,40,27,1235,1,13
much,ADV,more,much number,more number,1,34,number,Music and Related Activities,8,2,1235,0,13
much,ADV,very,much lonely,very lonely,1,164,lonely,misc-ap-0,40,27,1235,0,21
much,ADV,great,much concentration,great concentration,1,45,concentration,"Rightness, Fairness, Purpose, Use, & Strength",2,2,1235,0,33
much,ADV,excessive,much drinking,excessive drinking,1,5,drinking,misc-ap-0,3,3,1235,0,70
much,ADV,very,much clever,very clever,1,164,clever,Knowing and Learning,7,4,1235,0,59
much,ADV,really,much look,really look,1,12,look,"Being, Becoming, and Happening",5,3,1235,9,35
make,VERB,create,make burden,create burden,1,161,burden,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",8,4,4016,7,26
much,ADV,very,much disappointed,very disappointed,1,164,disappointed,misc-ap-0,40,27,1235,0,16
most,ADV,very,most patient,very patient,1,59,patient,"Relaxation, Excitement, Interest, and Surprise",2,2,118,1,21
mostly,ADV,almost,mostly everywhere,almost everywhere,1,7,everywhere,misc-ap-0,4,2,19,0,58
much,ADV,very,much sure,very sure,1,164,sure,"Possibility, Chance, and Necessity",9,5,1235,0,23
much,ADV,very,much beautiful,very beautiful,1,164,beautiful,Linking and Not Linking,8,5,1235,0,64
much,ADV,very,much pretty,very pretty,1,164,pretty,Linking and Not Linking,8,5,1235,0,36
much,ADV,very,much risky,very risky,1,164,risky,"Possibility, Chance, and Necessity",9,5,1235,0,41
much,ADV,very,much dangerous,very dangerous,1,164,dangerous,"Possibility, Chance, and Necessity",9,5,1235,2,240
much,ADV,long,much stay,long stay,1,18,stay,Residence,2,2,1235,1,36
much,ADV,really,much need,really need,1,12,need,Causing,5,3,1235,6,51
much,ADV,long,much live,long live,1,18,live,Life and Living Things,2,2,1235,3,12
much,ADV,really,much understand,really understand,1,12,understand,Knowing and Learning,2,2,1235,0,34
much,ADV,very,much kind,very kind,1,164,kind,"Being, Becoming, and Happening",2,2,1235,6,43
much,ADV,many,much leave,many leave,1,805,leave,"Moving, Coming, and going",5,5,1235,4,72
much,ADV,very,much confident,very confident,1,164,confident,"Possibility, Chance, and Necessity",9,5,1235,0,99
much,ADV,great,much danger,great danger,1,45,danger,"Possibility, Chance, and Necessity",5,2,1235,0,141
much,ADV,well,much understand,well understand,1,36,understand,Knowing and Learning,10,3,1235,0,22
much,ADV,more,much muscle,more muscle,1,34,muscle,misc-ap-0,11,4,1235,0,25
much,ADV,great,much power,great power,1,45,power,"Rightness, Fairness, Purpose, Use, & Strength",2,2,1235,0,149
much,ADV,great,much pleasure,great pleasure,1,45,pleasure,Happiness and Sadness,3,2,1235,0,63
need,VERB,involve,need expense,involve expense,1,16,expense,Commerce,6,2,229,1,25
much,ADV,very,much rare,very rare,1,164,rare,"General, Usual, Unusual, etc",16,8,1235,0,115
native,ADJ,speaker,native english,speaker english,1,2,english,misc-ap-0,4,4,37,1,30
nature,NOUN,countryside,nature english,countryside english,1,122,english,misc-ap-0,3,3,148,0,11
nave,VERB,have,nave opportunity,have opportunity,1,4,opportunity,"Possibility, Chance, and Necessity",2,2,4,0,1219
nave,VERB,have,nave confidence,have confidence,1,4,confidence,"Possibility, Chance, and Necessity",2,2,4,0,637
need,VERB,cost,need money,cost money,1,5,money,Money,2,2,229,6,15
need,VERB,require,need care,require care,1,106,care,Linking and Not Linking,2,2,229,2,59
need to,VERB,need,need to bailout,need bailout,1,11,bailout,misc-ap-0,2,2,13,0,13
much,ADV,far,much superior,far superior,1,12,superior,"Size, Importance, and Availability",7,4,1235,0,45
newly,ADV,recently,newly buy,recently buy,1,3,buy,Commerce,2,2,7,1,26
news,NOUN,newspaper,news japanese,newspaper japanese,1,19,japanese,misc-ap-0,2,2,59,0,17
next,ADV,last,next week,last week,1,4,week,Periods of Time and their Measurement,3,3,44,0,76
next,ADV,last,next weekend,last weekend,1,4,weekend,Periods of Time and their Measurement,3,3,44,0,102
next,ADV,last,next year,last year,1,4,year,Periods of Time and their Measurement,3,3,44,0,121
nice,ADJ,good,nice skill,good skill,1,14,skill,Knowing and Learning,2,2,84,0,19
nice,ADJ,good,nice leadership,good leadership,1,14,leadership,misc-ap-0,2,2,84,0,12
much,ADV,very,much dependent,very dependent,1,164,dependent,"General, Usual, Unusual, etc",16,8,1235,1,17
much,ADV,many,much report,many report,1,805,report,Communication and Information,50,12,1235,0,18
much,ADV,very,much friendly,very friendly,1,164,friendly,Friendship and Enmity,9,6,1235,4,93
much,ADV,very,much sensitive,very sensitive,1,164,sensitive,"Relaxation, Excitement, Interest, and Surprise",22,8,1235,0,185
much,ADV,great,much competition,great competition,1,45,competition,Sports and Games Generally,2,2,1235,0,77
much,ADV,very,much appropriate,very appropriate,1,164,appropriate,"Rightness, Fairness, Purpose, Use, & Strength",12,9,1235,0,36
much,ADV,very,much powerful,very powerful,1,164,powerful,"Rightness, Fairness, Purpose, Use, & Strength",12,9,1235,0,120
much,ADV,very,much flexible,very flexible,1,164,flexible,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",10,7,1235,0,18
much,ADV,very,much convenient,very convenient,1,164,convenient,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",10,7,1235,0,16
much,ADV,very,much warm,very warm,1,164,warm,Weather and Temperature,14,9,1235,2,49
much,ADV,very,much poor,very poor,1,164,poor,Happiness and Sadness,14,7,1235,8,199
much,ADV,very,much helpful,very helpful,1,164,helpful,"Rightness, Fairness, Purpose, Use, & Strength",12,9,1235,0,119
much,ADV,very,much practical,very practical,1,164,practical,"Rightness, Fairness, Purpose, Use, & Strength",12,9,1235,0,29
much,ADV,very,much comfortable,very comfortable,1,164,comfortable,"Relaxation, Excitement, Interest, and Surprise",22,8,1235,0,141
much,ADV,very,much aware,very aware,1,164,aware,Bodily States and Associated Activities,9,6,1235,0,48
much,ADV,many,much group,many group,1,805,group,Mathematics,22,6,1235,0,12
much,ADV,very,much quiet,very quiet,1,164,quiet,"Relaxation, Excitement, Interest, and Surprise",22,8,1235,0,35
much,ADV,many,much post,many post,1,805,post,Communication and Information,50,12,1235,0,16
much,ADV,very,much exciting,very exciting,1,164,exciting,"Relaxation, Excitement, Interest, and Surprise",22,8,1235,0,118
most,ADV,very,most poor,very poor,1,59,poor,Happiness and Sadness,2,2,118,6,199
most,ADV,very,most worthwhile,very worthwhile,1,59,worthwhile,misc-ap-0,3,3,118,1,11
most,ADV,more,most efficiently,more efficiently,1,9,efficiently,misc-ap-0,2,2,118,0,235
meet,VERB,get,meet chance,get chance,1,18,chance,"Being, Becoming, and Happening",2,2,790,0,654
meat,NOUN,meet,meat family,meet family,1,24,family,People,6,4,27,0,32
meet,VERB,have,meet book,have book,1,44,book,Travel and Visiting,2,2,790,0,173
meet,VERB,have,meet temperature,have temperature,1,44,temperature,Weather and Temperature,2,2,790,0,48
meet,VERB,find,meet meaning,find meaning,1,32,meaning,Communication and Information,2,2,790,0,18
meet,VERB,have,meet parent,have parent,1,44,parent,People,3,2,790,0,139
meet,VERB,have,meet interview,have interview,1,44,interview,Travel and Visiting,2,2,790,3,52
meet,VERB,see,meet parent,see parent,1,222,parent,People,9,6,790,0,42
meet,VERB,hear,meet argument,hear argument,1,18,argument,"Communicating, mainly by Speaking and Talking",5,2,790,0,479
meet,VERB,see,meet picture,see picture,1,222,picture,Communication and Information,9,3,790,0,183
meet,VERB,get,meet snow,get snow,1,18,snow,Weather and Temperature,2,2,790,0,24
meet,VERB,see,meet bird,see bird,1,222,bird,People,9,6,790,0,30
meet,VERB,have,meet knowledge,have knowledge,1,44,knowledge,Knowing and Learning,3,3,790,0,590
meet,VERB,attend,meet event,attend event,1,3,event,"Being, Becoming, and Happening",2,2,790,0,124
meet,VERB,have,meet attack,have attack,1,44,attack,"Bodily Conditions Relating to Health, Sickness, and Disability",7,3,790,0,45
meet,VERB,have,meet time,have time,1,44,time,Time Generally,4,3,790,0,2555
meet,VERB,make,meet student,make student,1,291,student,misc-ap-0,3,3,790,0,40
meat,NOUN,meet,meat guy,meet guy,1,24,guy,People,6,4,27,0,29
mean,VERB,word,mean english,word english,1,8,english,misc-ap-0,2,2,141,0,35
many,ADJ,much,many more,much more,1,285,more,"Size, Importance, and Availability",2,2,516,9,3826
many,ADJ,great,many difference,great difference,1,14,difference,"Resemblance, Difference, and Change",2,2,516,3,32
make,VERB,create,make support,create support,1,161,support,"Communicating, mainly by Speaking and Talking",5,3,4016,0,11
make,VERB,put,make picture,put picture,1,42,picture,Communication and Information,5,4,4016,1,39
make,VERB,put,make information,put information,1,42,information,Communication and Information,5,4,4016,1,41
make,VERB,give,make teacher,give teacher,1,337,teacher,misc-ap-0,20,16,4016,1,46
make,VERB,take,make survey,take survey,1,183,survey,misc-ap-0,22,17,4016,0,144
make,VERB,have,make courage,have courage,1,536,courage,Fear and Courage,2,2,4016,0,206
make,VERB,have,make taste,have taste,1,536,taste,misc-ap-0,76,42,4016,6,183
make,VERB,have,make labor,have labor,1,536,labor,Politics and Election,3,2,4016,9,12
make,VERB,have,make other,have other,1,536,other,"Resemblance, Difference, and Change",3,2,4016,3,48
many,ADJ,much,many talk,much talk,1,285,talk,"Communicating, mainly by Speaking and Talking",8,5,516,6,19
many,ADJ,various,many way,various way,1,4,way,Arts and Crafts,5,2,516,3,85
many,ADJ,numerous,many change,numerous change,1,150,change,Making things,3,3,516,4,18
many,ADJ,great,many variety,great variety,1,14,variety,"Resemblance, Difference, and Change",2,2,516,2,51
many,ADJ,various,many sort,various sort,1,4,sort,"Being, Becoming, and Happening",3,2,516,0,11
many,ADJ,much,many cost,much cost,1,285,cost,Commerce,3,2,516,6,32
meet,VERB,see,meet word,see word,1,222,word,Communication and Information,9,3,790,3,14
meet,VERB,have,meet school,have school,1,44,school,Knowing and Learning,3,3,790,4,91
most,ADV,almost,most too,almost too,1,10,too,misc-ap-0,10,6,118,0,73
more,ADV,far,more afield,far afield,1,7,afield,misc-ap-0,3,3,402,0,39
more,ADV,most,more likely,most likely,1,28,likely,misc-ap-0,6,5,402,5,1486
more,ADV,long,more continue,long continue,1,65,continue,Time Generally,4,3,402,6,66
more,ADV,great,more advantage,great advantage,1,39,advantage,"Possibility, Chance, and Necessity",8,5,402,6,66
more,ADV,again,more talk,again talk,1,12,talk,"Communicating, mainly by Speaking and Talking",2,2,402,4,56
more,ADV,much,more miss,much miss,1,25,miss,"Thinking, Judging and Remembering-",2,2,402,2,14
more,ADV,great,more amount,great amount,1,39,amount,"Size, Importance, and Availability",3,2,402,0,71
more,ADV,additional,more benefit,additional benefit,1,33,benefit,Doing Things,3,2,402,3,80
more,ADV,far,more north,far north,1,7,north,misc-ap-0,3,3,402,7,124
meet,VERB,see,meet sister,see sister,1,222,sister,People,9,6,790,0,22
more early,ADV,early,more early buy,early buy,1,31,buy,Commerce,13,2,33,0,41
more early,ADV,early,more early use,early use,1,31,use,Making things,2,2,33,0,12
more early,ADV,early,more early start,early start,1,31,start,Beginning and Ending,3,2,33,0,65
more early,ADV,early,more early arrive,early arrive,1,31,arrive,"Moving, Coming, and going",16,4,33,0,90
more well,ADV,well,more well learn,well learn,1,9,learn,Knowing and Learning,3,2,10,0,31
moreover,ADV,also,moreover do,also do,1,17,do,misc-ap-0,2,2,30,1,66
most,ADV,very,most simple,very simple,1,59,simple,"General, Usual, Unusual, etc",12,4,118,5,21
more,ADV,well,more write,well write,1,55,write,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,2,402,4,23
more,ADV,well,more learn,well learn,1,55,learn,Knowing and Learning,22,5,402,8,31
more,ADV,well,more before,well before,1,55,before,misc-ap-0,2,2,402,5,12
more,ADV,far,more south,far south,1,7,south,The Universe,2,2,402,6,139
meet,VERB,have,meet student,have student,1,44,student,misc-ap-0,7,6,790,0,246
meet,VERB,make,meet acquaintance,make acquaintance,1,291,acquaintance,Friendship and Enmity,252,2,790,2,16
meet,VERB,have,meet taste,have taste,1,44,taste,misc-ap-0,7,6,790,8,183
meet,VERB,see,meet view,see view,1,222,view,Geography,2,2,790,0,18
meet,VERB,see,meet painting,see painting,1,222,painting,Arts and Crafts,2,2,790,0,15
meet,VERB,see,meet change,see change,1,222,change,Money,2,2,790,7,319
meet,VERB,encounter,meet kind,encounter kind,1,32,kind,"Being, Becoming, and Happening",6,4,790,7,12
meet,VERB,have,meet holiday,have holiday,1,44,holiday,misc-ap-0,7,6,790,0,22
meet,VERB,get,meet kind,get kind,1,18,kind,"Being, Becoming, and Happening",2,2,790,7,263
meet,VERB,encounter,meet trouble,encounter trouble,1,32,trouble,"Being, Becoming, and Happening",6,4,790,0,33
memorize,VERB,remember,memorize past,remember past,1,6,past,Time Generally,2,2,8,0,12
memory,NOUN,remember,memory name,remember name,1,22,name,"Communicating, mainly by Speaking and Talking",5,2,37,0,84
mind,VERB,remind,mind people,remind people,1,2,people,People,2,2,76,1,84
mistake,VERB,make,mistake error,make error,1,16,error,"Rightness, Fairness, Purpose, Use, & Strength",12,2,35,0,322
more,ADV,great,more control,great control,1,39,control,"Recording Sound, Listening to the Radio, etc",3,2,402,7,159
lower,VERB,reduce,lower burden,reduce burden,1,19,burden,Commerce,5,4,29,1,136
loss,NOUN,lose,loss voice,lose voice,1,43,voice,Language,3,2,52,0,31
go,VERB,do,go homework,do homework,1,57,homework,misc-ap-0,5,3,1193,0,229
hold,VERB,have,hold technology,have technology,1,56,technology,Science and Technology,2,2,120,5,133
hold,VERB,have,hold prejudice,have prejudice,1,56,prejudice,Feeling and Behavior Generally,11,4,120,0,12
hold,VERB,have,hold problem,have problem,1,56,problem,"Rightness, Fairness, Purpose, Use, & Strength",3,3,120,0,4282
hold,VERB,have,hold design,have design,1,56,design,"Rightness, Fairness, Purpose, Use, & Strength",3,3,120,0,100
hold,VERB,have,hold talk,have talk,1,56,talk,"Communicating, mainly by Speaking and Talking",5,5,120,3,249
hold,VERB,have,hold comment,have comment,1,56,comment,"Communicating, mainly by Speaking and Talking",5,5,120,0,1742
hold,VERB,have,hold twin,have twin,1,56,twin,People,10,6,120,0,22
hold,VERB,have,hold hand,have hand,1,56,hand,"Belonging and Owning, Getting and Giving",2,2,120,2,384
hold,VERB,have,hold brother,have brother,1,56,brother,People,10,6,120,0,93
hold,VERB,have,hold coffee,have coffee,1,56,coffee,Food Generally,3,3,120,0,40
hold,VERB,have,hold question,have question,1,56,question,"Communicating, mainly by Speaking and Talking",5,5,120,0,372
hold,VERB,have,hold pain,have pain,1,56,pain,"Bodily Conditions Relating to Health, Sickness, and Disability",2,2,120,0,75
hold,VERB,have,hold vision,have vision,1,56,vision,misc-ap-0,6,6,120,0,215
hold,VERB,have,hold work,have work,1,56,work,Industry and Work,2,2,120,0,249
hold,VERB,have,hold personality,have personality,1,56,personality,People,10,6,120,0,126
hold,VERB,have,hold choice,have choice,1,56,choice,"Belonging and Owning, Getting and Giving",2,2,120,0,1336
hold,VERB,have,hold impact,have impact,1,56,impact,misc-ap-0,6,6,120,0,3046
hold,VERB,have,hold proof,have proof,1,56,proof,"Rightness, Fairness, Purpose, Use, & Strength",3,3,120,0,130
hold,VERB,have,hold drink,have drink,1,56,drink,Food Generally,3,3,120,0,102
high,ADJ,significant,high impact,significant impact,1,5,impact,misc-ap-0,2,2,220,6,212
hinder,NOUN,prevent,hinder people,prevent people,1,3,people,Social Organization in Group and Places,2,2,6,0,104
high,ADJ,great,high power,great power,1,27,power,Mathematics,2,2,220,7,149
high,ADJ,great,high skill,great skill,1,27,skill,Knowing and Learning,2,2,220,0,30
high,ADJ,great,high ability,great ability,1,27,ability,Knowing and Learning,2,2,220,0,37
high,ADJ,considerable,high cost,considerable cost,1,4,cost,Commerce,2,2,220,7,22
high,ADJ,considerable,high expense,considerable expense,1,4,expense,Commerce,2,2,220,3,18
highly,ADV,greatly,highly benefit,greatly benefit,1,5,benefit,Doing Things,4,2,23,1,38
highly,ADV,sharply,highly rise,sharply rise,1,4,rise,Money,2,2,23,0,806
hit,VERB,have,hit privilege,have privilege,1,7,privilege,misc-ap-0,2,2,26,0,75
hold,VERB,have,hold interest,have interest,1,56,interest,Linking and Not Linking,3,3,120,4,2581
hitte,VERB,hit,hitte wall,hit wall,1,22,wall,"The Trunk, Arms, and",2,2,22,0,51
hold,VERB,have,hold city,have city,1,56,city,Social Organization in Group and Places,8,4,120,0,99
hold,VERB,have,hold member,have member,1,56,member,People,10,6,120,1,683
hold,VERB,have,hold experience,have experience,1,56,experience,Feeling and Behavior Generally,11,4,120,1,1063
hold,VERB,have,hold user,have user,1,56,user,misc-ap-0,6,6,120,2,14
hold,VERB,have,hold parent,have parent,1,56,parent,People,10,6,120,0,139
hold,VERB,have,hold love,have love,1,56,love,Linking and Not Linking,3,3,120,2,110
hold,VERB,maintain,hold relationship,maintain relationship,1,5,relationship,"Cutting, Joining, Breaking, and Destroying",3,2,120,0,102
hole,NOUN,hold,hole seminar,hold seminar,1,7,seminar,misc-ap-0,2,2,10,0,59
image,VERB,imagine,image way,imagine way,1,397,way,Places,19,4,412,0,11
join,VERB,enter,join tournament,enter tournament,1,37,tournament,Sports and Games Generally,38,6,1077,0,25
introduce,VERB,include,introduce lot,include lot,1,5,lot,Places,2,2,87,0,42
involve,VERB,include,involve collection,include collection,1,9,collection,Substances and MaterialsGenerally,2,2,12,0,26
involve,VERB,include,involve feature,include feature,1,9,feature,Substances and MaterialsGenerally,2,2,12,0,77
issue,NOUN,write,issue article,write article,1,2,article,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,2,18,0,286
issue,NOUN,write,issue book,write book,1,2,book,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,2,18,3,1245
job,NOUN,work,job ethic,work ethic,1,341,ethic,misc-ap-0,3,2,356,0,168
join,VERB,attend,join ball,attend ball,1,828,ball,Objects Generally,4,3,1077,0,15
join,VERB,attend,join symposium,attend symposium,1,828,symposium,misc-ap-0,156,36,1077,0,31
image,VERB,imagine,image kind,imagine kind,1,397,kind,"Being, Becoming, and Happening",19,5,412,0,14
join,VERB,attend,join reunion,attend reunion,1,828,reunion,misc-ap-0,156,36,1077,3,113
join,VERB,attend,join college,attend college,1,828,college,misc-ap-0,156,36,1077,0,177
join,VERB,take,join examination,take examination,1,12,examination,"Showing, Hiding, Finding, Saving, and Similar Words",3,2,1077,0,25
join,VERB,get,join work,get work,1,13,work,"Business, Work, and Employment",4,2,1077,0,166
join,VERB,get,join people,get people,1,13,people,People,2,2,1077,1,687
join,VERB,include,join concert,include concert,1,2,concert,Music and Related Activities,4,2,1077,0,21
join,VERB,attend,join tournament,attend tournament,1,828,tournament,Sports and Games Generally,13,7,1077,0,17
introduce,VERB,describe,introduce way,describe way,1,37,way,Places,16,6,87,0,22
introduce,VERB,describe,introduce view,describe view,1,37,view,Geography,2,2,87,0,15
introduce,VERB,show,introduce video,show video,1,3,video,misc-ap-0,2,2,87,7,27
inspect,VERB,investigate,inspect accident,investigate accident,1,2,accident,"Being, Becoming, and Happening",2,2,4,0,152
imagine,VERB,make,imagine voice,make voice,1,4,voice,Language,3,2,25,0,27
important,ADJ,critical,important letter,critical letter,1,10,letter,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,2,517,0,16
important,ADJ,significant,important result,significant result,1,132,result,Causing,7,2,517,0,26
important,ADJ,crucial,important period,crucial period,1,257,period,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",23,5,517,0,18
improve,VERB,enhance,improve growth,enhance growth,1,301,growth,"Bodily Conditions Relating to Health, Sickness, and Disability",26,4,401,4,18
improve,VERB,overcome,improve obstacle,overcome obstacle,1,3,obstacle,misc-ap-0,2,2,401,0,117
include,VERB,involve,include work,involve work,1,9,work,Doing Things,2,2,30,0,39
increase,NOUN,make,increase friend,make friend,1,5,friend,Friendship and Enmity,2,2,65,0,194
increase,NOUN,make,increase acquaintance,make acquaintance,1,5,acquaintance,Friendship and Enmity,2,2,65,0,16
increase,NOUN,improve,increase technique,improve technique,1,23,technique,Arts and Crafts,2,2,65,0,20
increase,NOUN,improve,increase image,improve image,1,23,image,Arts and Crafts,2,2,65,0,168
induce,VERB,cause,induce cancer,cause cancer,1,11,cancer,"Bodily Conditions Relating to Health, Sickness, and Disability",3,3,18,1,13
inform,NOUN,give,inform address,give address,1,9,address,Communication and Information,8,3,16,0,62
inform,NOUN,give,inform report,give report,1,9,report,Communication and Information,8,3,16,0,124
inspect,VERB,investigate,inspect incident,investigate incident,1,2,incident,"Being, Becoming, and Happening",2,2,4,0,176
high,ADJ,large,high volume,large volume,1,2,volume,"Size, Importance, and Availability",2,2,220,2,187
high,ADJ,loud,high noise,loud noise,1,14,noise,misc-ap-0,3,2,220,0,12
loss,NOUN,lose,loss memory,lose memory,1,43,memory,"Thinking, Judging and Remembering-",2,2,52,0,20
good,ADJ,remarkable,good transformation,remarkable transformation,1,7,transformation,misc-ap-0,3,2,1489,0,11
good,ADJ,well,good prepare,well prepare,1,504,prepare,Making things,16,9,1489,0,13
good,ADJ,well,good make,well make,1,504,make,Making things,16,9,1489,0,29
good,ADJ,most,good popular,most popular,1,23,popular,Linking and Not Linking,2,2,1489,0,1164
good,ADJ,most,good beautiful,most beautiful,1,23,beautiful,Linking and Not Linking,2,2,1489,0,162
good,ADJ,decent,good guy,decent guy,1,45,guy,People,10,2,1489,8,12
good,ADJ,great,good success,great success,1,8,success,Doing Things,2,2,1489,0,196
good,ADJ,right,good track,right track,1,14,track,Places,4,2,1489,0,114
good,ADJ,great,good help,great help,1,8,help,Doing Things,2,2,1489,7,37
good,ADJ,main,good purpose,main purpose,1,5,purpose,"Rightness, Fairness, Purpose, Use, & Strength",3,2,1489,9,111
good,ADJ,most,good appropriate,most appropriate,1,23,appropriate,"Rightness, Fairness, Purpose, Use, & Strength",5,4,1489,0,54
good,ADJ,beneficial,good impact,beneficial impact,1,129,impact,misc-ap-0,79,8,1489,0,14
