錯誤字,錯誤搭配,正確搭配,此錯誤-正確搭配總錯誤次數,此錯誤-正確總錯誤次數,此搭配詞,此搭配詞分類,此錯誤正確累積此分類錯誤總次數,此錯誤正確累積此搭配詞分類唯一次數,此錯誤總次次數
More overe,More overe say,moreover say,1,1,say,"Communicating, mainly by Speaking and Talking",1,1,1
preasersure,preasersure honor,prestigious honor,1,1,honor,misc-ap-0,1,1,1
nature food,nature food natural,food natural,1,1,natural,Life and Living Things,1,1,1
nature food,nature food natural,food natural,1,1,natural,Making things,1,1,1
nature food,nature food natural,food natural,1,1,natural,Science and Technology,1,1,1
nature food,nature food natural,food natural,1,1,natural,Music and Related Activities,1,1,1
nature food,nature food more,food more,1,1,more,"Size, Importance, and Availability",1,1,1
nature food,nature food fast,food fast,4,1,fast,Food Generally,4,1,1
nature food,nature food fast,food fast,4,1,fast,"Moving, Coming, and going",4,1,1
nations,nations other,nation other,1,1,other,"Resemblance, Difference, and Change",1,1,1
prideful,prideful virtue,proud virtue,1,1,virtue,Good and Evil,1,1,1
convertional,convertional saying,traditional saying,1,1,saying,Language,1,1,1
engulf,engulf saliva,inhale saliva,1,1,saliva,Fluids and Waste Products of the Body,1,1,1
assiduous,assiduous student,keen student,1,1,student,misc-ap-0,1,1,1
ManyMany,ManyMany people,many people,1,1,people,People,1,1,1
ManyMany,ManyMany people,many people,1,1,people,Social Organization in Group and Places,1,1,1
consolation,consolation more,encouragement more,1,1,more,"Size, Importance, and Availability",1,1,1
space 's,space 's urban,space urban,1,1,urban,Social Organization in Group and Places,1,1,1
adivse,adivse other,advice other,1,1,other,"Resemblance, Difference, and Change",1,1,1
funney,funney time,fun time,1,1,time,Music and Related Activities,1,1,1
funney,funney time,fun time,1,1,time,Time Generally,1,1,1
disapprove,disapprove word,derogatory word,1,1,word,"Communicating, mainly by Speaking and Talking",1,1,1
disapprove,disapprove word,derogatory word,1,1,word,Communication and Information,1,1,1
disapprove,disapprove word,derogatory word,1,1,word,Language,1,1,1
storovery,storovery sweet,souvenir sweet,1,1,sweet,Food Generally,1,1,1
storovery,storovery sweet,souvenir sweet,1,1,sweet,Food,1,1,1
storovery,storovery sweet,souvenir sweet,1,1,sweet,Drinks,1,1,1
exterior,exterior relationship,external relationship,1,1,relationship,"Cutting, Joining, Breaking, and Destroying",1,1,1
needle,needle instant,noodle instant,1,1,instant,Time Generally,1,1,1
gut,gut new,racquet new,2,1,new,"Old, New, and Young",2,1,1
gut,gut new,racquet new,2,1,new,Periods of Time and their Measurement,2,1,1
speeking,speeking ugly,speech ugly,1,1,ugly,Linking and Not Linking,1,1,1
coutry language,coutry language other,countries'language other,1,1,other,"Resemblance, Difference, and Change",1,1,1
dialect ',dialect ' about'regional,dialect about'regional,2,2,about'regional,misc-ap-0,2,1,2
' rare'beautifull,' rare'beautifull life,my'rare'beautiful life,1,1,life,Life and Living Things,1,1,1
' rare'beautifull,' rare'beautifull life,my'rare'beautiful life,1,1,life,Bodily States and Associated Activities,1,1,1
' rare'beautifull,' rare'beautifull life,my'rare'beautiful life,1,1,life,Prison and Punishment,1,1,1
researches'development,researches'development other,research'development other,2,1,other,"Resemblance, Difference, and Change",2,1,1
innovative,innovative finding,revolutionary finding,1,1,finding,misc-ap-0,1,1,1
fluent,fluent speaker,native speaker,1,1,speaker,"Recording Sound, Listening to the Radio, etc",1,1,6
valuable,valuable production,worthwhile production,4,2,production,Making things,4,1,10
valuable,valuable production,worthwhile production,4,2,production,"Drama, the Theatre, and Show Business",4,1,10
valuable,valuable individual,worthwhile individual,2,2,individual,People,2,1,10
valuable,valuable individual,worthwhile individual,2,2,individual,"General, Usual, Unusual, etc",2,1,10
valuable,valuable asset,precious asset,1,4,asset,"Banking, Wealth, and Investment",1,1,10
valuable,valuable memory,precious memory,1,4,memory,"Thinking, Judging and Remembering-",1,1,10
valuable,valuable type,precious type,2,4,type,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,1,10
valuable,valuable type,precious type,2,4,type,"Being, Becoming, and Happening",2,1,10
valuable,valuable time,precious time,2,4,time,Music and Related Activities,2,1,10
valuable,valuable time,precious time,2,4,time,Time Generally,2,1,10
valuable,valuable experience,invaluable experience,3,1,experience,Feeling and Behavior Generally,3,1,10
valuable,valuable experience,priceless experience,3,1,experience,Feeling and Behavior Generally,3,1,10
valuable,valuable paper,expensive paper,1,2,paper,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",1,1,10
valuable,valuable paper,expensive paper,1,2,paper,Specific Substance and Materials,2,2,10
valuable,valuable paper,expensive paper,1,2,paper,Communication and Information,1,1,10
valuable,valuable paper,expensive paper,1,2,paper,Furniture and Household Fittings,1,1,10
valuable,valuable brand,expensive brand,1,2,brand,Specific Substance and Materials,2,2,10
valuable,valuable brand,expensive brand,1,2,brand,Making things,1,1,10
low quality,low quality series,inferior series,1,1,series,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",1,1,1
low quality,low quality series,inferior series,1,1,series,Mathematics,1,1,1
nearer,nearer distance,close distance,1,2,distance,misc-ap-0,1,1,2
nearer,nearer come,close come,1,2,come,"Moving, Coming, and going",1,1,2
indispensable,indispensable part,integral part,2,4,part,"The Skin, the Complexion, and the Hair",2,1,8
indispensable,indispensable part,integral part,2,4,part,Objects Generally,2,1,8
indispensable,indispensable part,integral part,2,4,part,"Drama, the Theatre, and Show Business",2,1,8
indispensable,indispensable part,integral part,2,4,part,"Cutting, Joining, Breaking, and Destroying",2,1,8
indispensable,indispensable type,integral type,1,4,type,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",1,1,8
indispensable,indispensable type,integral type,1,4,type,"Being, Becoming, and Happening",1,1,8
indispensable,indispensable component,integral component,1,4,component,Substances and MaterialsGenerally,1,1,8
indispensable,indispensable music,essential music,8,3,music,misc-ap-0,8,1,8
indispensable,indispensable activity,vital activity,1,1,activity,Entertainment Generally,1,1,8
indispensable,indispensable activity,vital activity,1,1,activity,Doing Things,1,1,8
rural,rural village,remote village,1,37,village,Social Organization in Group and Places,9,2,42
rural,rural area,remote area,521,37,area,Measurement,521,1,42
rural,rural region,remote region,8,37,region,Social Organization in Group and Places,9,2,42
rural,rural condition,remote condition,2,37,condition,"Bodily Conditions Relating to Health, Sickness, and Disability",2,1,42
rural,rural condition,remote condition,2,37,condition,"Being, Becoming, and Happening",2,1,42
rural,rural areas'hospital,remote areas'hospital,2,37,areas'hospital,misc-ap-0,2,1,42
very hard,very hard study,diligently study,1,4,study,Knowing and Learning,1,1,5
very hard,very hard study,diligently study,1,4,study,Parts of Houses,1,1,5
very hard,very hard strive,diligently strive,1,4,strive,Doing Things,9,2,5
very hard,very hard work,diligently work,8,4,work,Industry and Work,8,1,5
very hard,very hard work,diligently work,8,4,work,"Business, Work, and Employment",8,1,5
very hard,very hard work,diligently work,8,4,work,Doing Things,9,2,5
very hard,very hard study,rigorously study,1,1,study,Knowing and Learning,1,1,5
very hard,very hard study,rigorously study,1,1,study,Parts of Houses,1,1,5
virtual,virtual reality,artificial reality,3,4,reality,"Being, Becoming, and Happening",3,1,5
virtual,virtual animals'live,artificial animals'live,1,4,animals'live,misc-ap-0,1,1,5
virtual,virtual orient,digitally orient,1,1,orient,The Universe,1,1,5
over again,over again watch,repeatedly watch,2,1,watch,"Equipment, Machines, and Instruments",2,1,1
over again,over again watch,repeatedly watch,2,1,watch,Periods of Time and their Measurement,2,1,1
over again,over again watch,repeatedly watch,2,1,watch,"Cutting, Joining, Breaking, and Destroying",2,1,1
clever,clever actor,ingenious actor,2,1,actor,"Drama, the Theatre, and Show Business",2,1,6
clever,clever people,wise people,12,2,people,People,22,2,6
clever,clever people,wise people,12,2,people,Social Organization in Group and Places,12,1,6
clever,clever person,wise person,10,2,person,Body Generally,10,1,6
clever,clever person,wise person,10,2,person,People,22,2,6
clever,clever person,wise person,10,2,person,Grammar,10,1,6
stunning,stunning site,impressive site,1,2,site,"Putting and Taking, Pulling and Pushing",1,1,11
stunning,stunning site,impressive site,1,2,site,Places,1,1,11
stunning,stunning video,impressive video,2,2,video,misc-ap-0,2,1,11
stunning,stunning door,spectacular door,2,1,door,Parts of Houses,2,1,11
stunning,stunning door,spectacular door,2,1,door,Vehicles and Transport on Land,2,1,11
stunning,stunning show,remarkable show,1,2,show,"Putting and Taking, Pulling and Pushing",1,1,11
stunning,stunning show,remarkable show,1,2,show,"Showing, Hiding, Finding, Saving, and Similar Words",1,1,11
stunning,stunning show,remarkable show,1,2,show,"Drama, the Theatre, and Show Business",1,1,11
stunning,stunning friend,remarkable friend,2,2,friend,Friendship and Enmity,2,1,11
stunning,stunning friend,new friend,1,1,friend,Friendship and Enmity,1,1,11
stunning,stunning culture,new culture,1,1,culture,Social Organization in Group and Places,1,1,11
awesome,awesome experience,remarkable experience,1,3,experience,Feeling and Behavior Generally,1,1,29
awesome,awesome place,remarkable place,6,3,place,"Putting and Taking, Pulling and Pushing",6,1,29
awesome,awesome place,remarkable place,6,3,place,Travel and Visiting,6,1,29
awesome,awesome place,remarkable place,6,3,place,Places,6,1,29
awesome,awesome experience,exceptional experience,1,2,experience,Feeling and Behavior Generally,1,1,29
awesome,awesome concert,exceptional concert,3,2,concert,Music and Related Activities,3,1,29
awesome,awesome monument,impressive monument,1,4,monument,Death and Burial,1,1,29
awesome,awesome method,impressive method,1,4,method,Arts and Crafts,1,1,29
awesome,awesome knowledge,impressive knowledge,2,4,knowledge,Knowing and Learning,2,1,29
awesome,awesome robot,impressive robot,1,4,robot,"Equipment, Machines, and Instruments",1,1,29
awesome,awesome atmosphere,fantastic atmosphere,1,7,atmosphere,Weather and Temperature,1,1,29
awesome,awesome food,excellent food,1,2,food,Food Generally,1,1,29
awesome,awesome contribution,tremendous contribution,1,1,contribution,"Belonging and Owning, Getting and Giving",1,1,29
awesome,awesome trip,exciting trip,2,1,trip,Actions and Positions,2,1,29
awesome,awesome trip,exciting trip,2,1,trip,Travel and Visiting,2,1,29
awesome,awesome time,enjoyable time,1,1,time,Music and Related Activities,1,1,29
awesome,awesome time,enjoyable time,1,1,time,Time Generally,1,1,29
awesome,awesome all,particularly all,2,1,all,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",2,1,29
awesome,awesome beach,stunning beach,1,1,beach,Geography,1,1,29
incredible,incredible movie,remarkable movie,2,5,movie,Communication and Information,7,2,20
incredible,incredible film,remarkable film,5,5,film,Communication and Information,7,2,20
incredible,incredible film,remarkable film,5,5,film,"Recording Sound, Listening to the Radio, etc",5,1,20
incredible,incredible place,remarkable place,1,5,place,"Putting and Taking, Pulling and Pushing",1,1,20
incredible,incredible place,remarkable place,1,5,place,Travel and Visiting,1,1,20
incredible,incredible place,remarkable place,1,5,place,Places,1,1,20
incredible,incredible advance,remarkable advance,1,5,advance,"Moving, Coming, and going",1,1,20
incredible,incredible summer,extraordinary summer,2,4,summer,Periods of Time and their Measurement,3,2,20
incredible,incredible day,extraordinary day,1,4,day,Periods of Time and their Measurement,3,2,20
incredible,incredible thing,extraordinary thing,3,4,thing,Objects Generally,3,1,20
incredible,incredible motivation,immense motivation,1,1,motivation,"Thinking, Judging and Remembering-",1,1,20
incredible,incredible trip,phenomenal trip,1,2,trip,Actions and Positions,1,1,20
incredible,incredible trip,phenomenal trip,1,2,trip,Travel and Visiting,1,1,20
incredible,incredible beach,spectacular beach,4,2,beach,Geography,6,2,20
incredible,incredible waterfall,spectacular waterfall,2,2,waterfall,Geography,6,2,20
incredible,incredible benefit,exceptional benefit,1,2,benefit,Doing Things,1,1,20
incredible,incredible restaurant,exceptional restaurant,1,2,restaurant,Places and People Associated with Food and Drink,1,1,20
globarization,globarization global,integration global,1,1,global,Objects Generally,1,1,1
magical,magical cave,mysterious cave,4,2,cave,Geography,4,1,3
magical,magical lamp,mysterious lamp,6,2,lamp,"Equipment, Machines, and Instruments",6,1,3
magical,magical life,supernatural life,1,1,life,Life and Living Things,1,1,3
magical,magical life,supernatural life,1,1,life,Bodily States and Associated Activities,1,1,3
magical,magical life,supernatural life,1,1,life,Prison and Punishment,1,1,3
magical,magical thing,supernatural thing,1,1,thing,Objects Generally,1,1,3
controversial,controversial issue,contentious issue,2,2,issue,Life and Living Things,2,1,2
controversial,controversial issue,contentious issue,2,2,issue,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,1,2
controversial,controversial issue,contentious issue,2,2,issue,Language,2,1,2
controversial,controversial issue,contentious issue,2,2,issue,Causing,2,1,2
magnificent,magnificent tool,superb tool,1,2,tool,"Equipment, Machines, and Instruments",1,1,8
magnificent,magnificent lyric,superb lyric,3,2,lyric,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",3,1,8
magnificent,magnificent architecture,impressive architecture,1,1,architecture,misc-ap-0,1,1,8
magnificent,magnificent experience,remarkable experience,2,1,experience,Feeling and Behavior Generally,2,1,8
magnificent,magnificent mall,splendid mall,1,1,mall,misc-ap-0,1,1,8
constantly,constantly choose,consistently choose,1,1,choose,"Belonging and Owning, Getting and Giving",1,1,1
meaningless,meaningless argument,pointless argument,3,3,argument,Friendship and Enmity,3,1,4
meaningless,meaningless argument,pointless argument,3,3,argument,"Anger, Violence, Stress, Calm, Quietness",3,1,4
meaningless,meaningless argument,pointless argument,3,3,argument,"Communicating, mainly by Speaking and Talking",3,1,4
meaningless,meaningless situation,absurd situation,2,1,situation,Places,2,1,4
meaningless,meaningless situation,absurd situation,2,1,situation,"Being, Becoming, and Happening",2,1,4
sustain,sustain effort,persistent effort,3,1,effort,Industry and Work,3,1,1
psychological,psychological condition,mental condition,8,8,condition,"Bodily Conditions Relating to Health, Sickness, and Disability",12,3,9
psychological,psychological condition,mental condition,8,8,condition,"Being, Becoming, and Happening",11,2,9
psychological,psychological health,mental health,3,8,health,"Bodily Conditions Relating to Health, Sickness, and Disability",12,3,9
psychological,psychological disease,mental disease,1,8,disease,"Bodily Conditions Relating to Health, Sickness, and Disability",12,3,9
psychological,psychological state,mental state,3,8,state,"Communicating, mainly by Speaking and Talking",3,1,9
psychological,psychological state,mental state,3,8,state,Social Organization in Group and Places,3,1,9
psychological,psychological state,mental state,3,8,state,"Being, Becoming, and Happening",11,2,9
psychological,psychological status,mental status,1,8,status,Social Classification and Situation,1,1,9
psychological,psychological development,emotional development,1,1,development,Making things,1,1,9
psychological,psychological development,emotional development,1,1,development,"Size, Importance, and Availability",1,1,9
vital,vital money,essential money,7,2,money,Money,7,1,9
vital,vital part,crucial part,3,7,part,"The Skin, the Complexion, and the Hair",3,1,9
vital,vital part,crucial part,3,7,part,Objects Generally,3,1,9
vital,vital part,crucial part,3,7,part,"Drama, the Theatre, and Show Business",4,2,9
vital,vital part,crucial part,3,7,part,"Cutting, Joining, Breaking, and Destroying",3,1,9
vital,vital role,crucial role,1,7,role,"Drama, the Theatre, and Show Business",4,2,9
vital,vital time,crucial time,8,7,time,Music and Related Activities,8,1,9
vital,vital time,crucial time,8,7,time,Time Generally,8,1,9
sadly,sadly replace,regrettably replace,2,2,replace,"Belonging and Owning, Getting and Giving",8,2,2
sadly,sadly be,regrettably be,6,2,be,Life and Living Things,6,1,2
sadly,sadly be,regrettably be,6,2,be,"Being, Becoming, and Happening",6,1,2
sadly,sadly be,regrettably be,6,2,be,"Belonging and Owning, Getting and Giving",8,2,2
sadly,sadly be,regrettably be,6,2,be,Causing,6,1,2
slowly,slowly replace,gradually replace,2,2,replace,"Belonging and Owning, Getting and Giving",2,1,2
slowly,slowly start,gradually start,1,2,start,Beginning and Ending,1,1,2
brilliant,brilliant singer,remarkable singer,1,1,singer,Music and Related Activities,1,1,4
brilliant,brilliant mind,impressive mind,1,1,mind,"Thinking, Judging and Remembering-",1,1,4
brilliant,brilliant day,splendid day,1,1,day,Periods of Time and their Measurement,1,1,4
depend,depend upon,largely upon,1,1,upon,misc-ap-0,1,1,8
depend,depend validity,contingent validity,1,1,validity,"Rightness, Fairness, Purpose, Use, & Strength",1,1,8
significantly,significantly different,drastically different,5,1,different,"Resemblance, Difference, and Change",5,1,4
significantly,significantly improve,remarkably improve,2,2,improve,Doing Things,2,1,4
significantly,significantly rigid,remarkably rigid,1,2,rigid,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",1,1,4
significantly,significantly important,crucially important,1,1,important,"Possibility, Chance, and Necessity",1,1,4
cruel,cruel experience,harrowing experience,1,1,experience,Feeling and Behavior Generally,1,1,3
cruel,cruel truth,harsh truth,7,2,truth,"Being, Becoming, and Happening",7,1,3
spicy,spicy food,piquant food,4,2,food,Food Generally,4,1,3
acceptable,acceptable level,commendable level,2,1,level,Actions and Positions,2,1,4
acceptable,acceptable level,commendable level,2,1,level,Parts of Houses,2,1,4
acceptable,acceptable level,commendable level,2,1,level,"Resemblance, Difference, and Change",2,1,4
acceptable,acceptable range,tolerable range,1,1,range,"Belonging and Owning, Getting and Giving",1,1,4
acceptable,acceptable range,tolerable range,1,1,range,Geography,1,1,4
partly,partly agree,somewhat agree,2,1,agree,"Communicating, mainly by Speaking and Talking",2,1,1
partly,partly agree,somewhat agree,2,1,agree,Doing Things,2,1,1
of course,of course need,naturally need,1,4,need,Feeling and Behavior Generally,1,1,4
of course,of course need,naturally need,1,4,need,Causing,33,2,4
of course,of course purchase,naturally purchase,1,4,purchase,Commerce,1,1,4
of course,of course be,naturally be,32,4,be,Life and Living Things,32,1,4
of course,of course be,naturally be,32,4,be,"Being, Becoming, and Happening",32,1,4
of course,of course be,naturally be,32,4,be,"Belonging and Owning, Getting and Giving",32,1,4
of course,of course be,naturally be,32,4,be,Causing,33,2,4
mathematical,mathematical mind,logical mind,1,1,mind,"Thinking, Judging and Remembering-",1,1,1
exercise exercise,exercise exercise aerobic,workout aerobic,1,1,aerobic,misc-ap-0,1,1,1
high enough,high enough proficiency,insufficient proficiency,1,1,proficiency,Knowing and Learning,1,1,1
life process,life process educational,journey educational,1,1,educational,misc-ap-0,1,1,1
unexpected,unexpected day,unforeseen day,2,1,day,Periods of Time and their Measurement,2,1,1
creative,creative idea,innovative idea,1,5,idea,"Thinking, Judging and Remembering-",1,1,7
creative,creative thing,innovative thing,1,5,thing,Objects Generally,1,1,7
frequently,frequently use,commonly use,3,1,use,Making things,3,1,3
frequently,frequently use,commonly use,3,1,use,"Rightness, Fairness, Purpose, Use, & Strength",3,1,3
frequently,frequently practise,regularly practise,1,2,practise,Doing Things,1,1,3
frequently,frequently enhance,regularly enhance,1,2,enhance,Causing,1,1,3
speciffic,speciffic point,particular point,2,1,point,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,1,1
speciffic,speciffic point,particular point,2,1,point,Tools,2,1,1
speciffic,speciffic point,particular point,2,1,point,Electricity and Electrical Equipment,2,1,1
speciffic,speciffic point,particular point,2,1,point,Mathematics,2,1,1
speciffic,speciffic point,particular point,2,1,point,Places,2,1,1
speciffic,speciffic point,particular point,2,1,point,Sports and Games Generally,2,1,1
speciffic,speciffic point,particular point,2,1,point,The Universe,2,1,1
speciffic,speciffic point,particular point,2,1,point,Geography,2,1,1
speciffic,speciffic point,particular point,2,1,point,Time Generally,2,1,1
speciffic,speciffic point,particular point,2,1,point,"Rightness, Fairness, Purpose, Use, & Strength",2,1,1
speciffic,speciffic point,particular point,2,1,point,"Showing, Hiding, Finding, Saving, and Similar Words",2,1,1
immense,immense pleasure,tremendous pleasure,1,1,pleasure,Happiness and Sadness,1,1,3
immense,immense crowd,massive crowd,1,2,crowd,Social Organization in Group and Places,1,1,3
immense,immense crowd,massive crowd,1,2,crowd,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",1,1,3
immense,immense issue,massive issue,2,2,issue,Life and Living Things,2,1,3
immense,immense issue,massive issue,2,2,issue,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,1,3
immense,immense issue,massive issue,2,2,issue,Language,2,1,3
immense,immense issue,massive issue,2,2,issue,Causing,2,1,3
dangerous,dangerous news,hazardous news,2,4,news,Communication and Information,2,1,11
dangerous,dangerous game,hazardous game,6,4,game,misc-ap-0,6,1,11
dangerous,dangerous situation,risky situation,3,1,situation,Places,3,1,11
dangerous,dangerous situation,risky situation,3,1,situation,"Being, Becoming, and Happening",3,1,11
dangerous,dangerous lying,harmful lying,1,1,lying,misc-ap-0,1,1,11
dangerous,dangerous situation,critical situation,1,1,situation,Places,1,1,11
dangerous,dangerous situation,critical situation,1,1,situation,"Being, Becoming, and Happening",1,1,11
marvelous,marvelous place,memorable place,1,1,place,"Putting and Taking, Pulling and Pushing",1,1,5
marvelous,marvelous place,memorable place,1,1,place,Travel and Visiting,1,1,5
marvelous,marvelous place,memorable place,1,1,place,Places,1,1,5
marvelous,marvelous health,excellent health,16,1,health,"Bodily Conditions Relating to Health, Sickness, and Disability",16,1,5
marvelous,marvelous fortune,magnificent fortune,2,1,fortune,"Banking, Wealth, and Investment",2,1,5
marvelous,marvelous fortune,magnificent fortune,2,1,fortune,"Possibility, Chance, and Necessity",2,1,5
marvelous,marvelous time,wonderful time,1,1,time,Music and Related Activities,1,1,5
marvelous,marvelous time,wonderful time,1,1,time,Time Generally,1,1,5
fierce,fierce competition,intense competition,1,1,competition,Sports and Games Generally,1,1,1
radical,radical change,revolutionary change,1,1,change,"Belonging and Owning, Getting and Giving",1,1,1
radical,radical change,revolutionary change,1,1,change,Making things,1,1,1
radical,radical change,revolutionary change,1,1,change,Money,1,1,1
radical,radical change,revolutionary change,1,1,change,"Moving, Coming, and going",1,1,1
precious,precious work,valuable work,1,4,work,Industry and Work,1,1,9
precious,precious work,valuable work,1,4,work,"Business, Work, and Employment",1,1,9
precious,precious work,valuable work,1,4,work,Doing Things,1,1,9
precious,precious experience,valuable experience,4,4,experience,Feeling and Behavior Generally,4,1,9
precious,precious knowledge,valuable knowledge,1,4,knowledge,Knowing and Learning,1,1,9
precious,precious moment,memorable moment,1,1,moment,Time Generally,1,1,9
precious,precious moment,priceless moment,2,2,moment,Time Generally,2,1,9
precious,precious chance,unique chance,1,1,chance,Time Generally,1,1,9
precious,precious chance,unique chance,1,1,chance,"Possibility, Chance, and Necessity",1,1,9
precious,precious chance,unique chance,1,1,chance,"Being, Becoming, and Happening",1,1,9
eagerly,eagerly recently,enthusiastically recently,1,1,recently,misc-ap-0,1,1,1
unprepared,unprepared speak,extemporaneously speak,1,1,speak,"Communicating, mainly by Speaking and Talking",1,1,1
generous,generous person,benevolent person,1,1,person,Body Generally,1,1,2
generous,generous person,benevolent person,1,1,person,People,1,1,2
generous,generous person,benevolent person,1,1,person,Grammar,1,1,2
generous,generous income,substantial income,1,1,income,"Banking, Wealth, and Investment",1,1,2
violent,violent behavior,aggressive behavior,2,2,behavior,Feeling and Behavior Generally,2,1,3
violent,violent behavior,aggressive behavior,2,2,behavior,Doing Things,2,1,3
violent,violent area,rough area,1,1,area,Measurement,1,1,3
fabulous,fabulous future,bright future,3,1,future,Grammar,3,1,5
fabulous,fabulous future,bright future,3,1,future,Time Generally,3,1,5
fabulous,fabulous future,bright future,3,1,future,"Old, New, and Young",3,1,5
fabulous,fabulous singer,magnificent singer,1,1,singer,Music and Related Activities,1,1,5
fabulous,fabulous journey,extraordinary journey,1,1,journey,Travel and Visiting,1,1,5
fabulous,fabulous concert,remarkable concert,5,1,concert,Music and Related Activities,5,1,5
mandatory,mandatory book,compulsory book,9,6,book,"The Police, Security Services, Crime, and Criminals",9,1,7
mandatory,mandatory book,compulsory book,9,6,book,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",9,1,7
mandatory,mandatory book,compulsory book,9,6,book,Travel and Visiting,9,1,7
mandatory,mandatory subject,compulsory subject,3,6,subject,Social Organization in Group and Places,3,1,7
mandatory,mandatory subject,compulsory subject,3,6,subject,Language,3,1,7
mandatory,mandatory subject,compulsory subject,3,6,subject,Grammar,3,1,7
mandatory,mandatory requirement,compulsory requirement,1,6,requirement,Feeling and Behavior Generally,1,1,7
mandatory,mandatory work,compulsory work,5,6,work,Industry and Work,5,1,7
mandatory,mandatory work,compulsory work,5,6,work,"Business, Work, and Employment",5,1,7
mandatory,mandatory work,compulsory work,5,6,work,Doing Things,5,1,7
weird,weird sentence,peculiar sentence,5,2,sentence,Courts of Law and Legal Work,5,1,4
weird,weird sentence,peculiar sentence,5,2,sentence,Prison and Punishment,5,1,4
weird,weird sentence,peculiar sentence,5,2,sentence,Language,5,1,4
intricate,intricate word,complex word,24,3,word,"Communicating, mainly by Speaking and Talking",24,1,3
intricate,intricate word,complex word,24,3,word,Communication and Information,24,1,3
intricate,intricate word,complex word,24,3,word,Language,25,2,3
intricate,intricate issue,complex issue,1,3,issue,Life and Living Things,1,1,3
intricate,intricate issue,complex issue,1,3,issue,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",1,1,3
intricate,intricate issue,complex issue,1,3,issue,Language,25,2,3
intricate,intricate issue,complex issue,1,3,issue,Causing,1,1,3
profoundly,profoundly learn,deeply learn,2,1,learn,Knowing and Learning,2,1,1
inadequate,inadequate education,insufficient education,2,1,education,Knowing and Learning,2,1,1
essential,essential quality,crucial quality,1,14,quality,"Being, Becoming, and Happening",1,1,27
essential,essential part,crucial part,3,14,part,"The Skin, the Complexion, and the Hair",3,1,27
essential,essential part,crucial part,3,14,part,Objects Generally,3,1,27
essential,essential part,crucial part,3,14,part,"Drama, the Theatre, and Show Business",3,1,27
essential,essential part,crucial part,3,14,part,"Cutting, Joining, Breaking, and Destroying",3,1,27
essential,essential sleep,crucial sleep,11,14,sleep,Bodily States and Associated Activities,11,1,27
essential,essential reason,crucial reason,3,14,reason,"Thinking, Judging and Remembering-",3,1,27
essential,essential reason,crucial reason,3,14,reason,Causing,3,1,27
essential,essential aspect,crucial aspect,1,14,aspect,Language,1,1,27
essential,essential aspect,crucial aspect,1,14,aspect,Grammar,1,1,27
essential,essential proficiency,crucial proficiency,1,14,proficiency,Knowing and Learning,1,1,27
essential,essential sleep,vital sleep,11,4,sleep,Bodily States and Associated Activities,11,1,27
essential,essential part,vital part,2,4,part,"The Skin, the Complexion, and the Hair",2,1,27
essential,essential part,vital part,2,4,part,Objects Generally,3,2,27
essential,essential part,vital part,2,4,part,"Drama, the Theatre, and Show Business",2,1,27
essential,essential part,vital part,2,4,part,"Cutting, Joining, Breaking, and Destroying",2,1,27
essential,essential thing,vital thing,1,4,thing,Objects Generally,3,2,27
essential,essential part,integral part,4,3,part,"The Skin, the Complexion, and the Hair",4,1,27
essential,essential part,integral part,4,3,part,Objects Generally,4,1,27
essential,essential part,integral part,4,3,part,"Drama, the Theatre, and Show Business",4,1,27
essential,essential part,integral part,4,3,part,"Cutting, Joining, Breaking, and Destroying",4,1,27
essential,essential route,indispensable route,2,1,route,Places,2,1,27
essential,essential tool,fundamental tool,1,3,tool,"Equipment, Machines, and Instruments",1,1,27
essential,essential music,fundamental music,8,3,music,misc-ap-0,8,1,27
essential,essential skill,critical skill,1,1,skill,Knowing and Learning,1,1,27
unbound,unbound freedom,unlimited freedom,1,1,freedom,Social Classification and Situation,1,1,1
wealth,wealth influence,substantial influence,1,1,influence,Causing,1,1,2
astonish,astonish method,remarkable method,1,2,method,Arts and Crafts,1,1,5
astonish,astonish website,remarkable website,5,2,website,misc-ap-0,5,1,5
astonish,astonish friend,extraordinary friend,2,1,friend,Friendship and Enmity,2,1,5
astonish,astonish power,impressive power,1,1,power,"Rightness, Fairness, Purpose, Use, & Strength",1,1,5
astonish,astonish power,impressive power,1,1,power,Specific Substance and Materials,1,1,5
astonish,astonish power,impressive power,1,1,power,Mathematics,1,1,5
bulky,bulky backup,voluminous backup,1,2,backup,misc-ap-0,1,1,2
viable,viable option,practical option,1,1,option,misc-ap-0,1,1,3
upgrade,upgrade professional,enhance professional,3,1,professional,"Business, Work, and Employment",3,1,1
